Scenario,Language,Group,Mention Rate,Classifier Agreement,Top Role,Top Sentiment
LEADERSHIP,es,University professors/academics,0.04,0.25,expert,neutral
LEADERSHIP,es,Industrial sector workers,0.04,0.25,other,neutral
LEADERSHIP,es,Syndicalized workers/union members,0.04,0.25,other,neutral
LEADERSHIP,es,Hispanic/Latina,0.04,0.25,hero,positive
LEADERSHIP,es,middle-aged (born 1976),0.04,0.25,hero,positive
LEADERSHIP,es,middle class,0.04,0.5,other,neutral
LEADERSHIP,es,business executive,0.04,0.25,hero,positive
LEADERSHIP,es,Middle-aged (born 1976),0.04,0.25,hero,neutral
LEADERSHIP,es,Father/parent,0.04,0.25,hero,positive
LEADERSHIP,es,Middle class,0.04,0.25,other,neutral
LEADERSHIP,es,Workers/employees,0.04,0.25,other,neutral
LEADERSHIP,es,middle-class,0.04,0.25,hero,positive
LEADERSHIP,es,MBA holders,0.04,0.25,hero,positive
LEADERSHIP,es,runners,0.04,0.25,other,neutral
LEADERSHIP,es,Parent (mother of two children),0.04,0.25,hero,neutral
LEADERSHIP,es,Executives/management (historical executives),0.04,0.25,other,neutral
LEADERSHIP,es,Employees/workers (team),0.04,0.25,other,positive
LEADERSHIP,es,unionized workers,0.04,0.25,unspecified,neutral
LEADERSHIP,es,executives/CEOs,0.04,0.25,hero,positive
LEADERSHIP,es,Mexicans/Latin Americans,0.04,0.25,other,neutral
LEADERSHIP,es,Mexicans,0.04,0.25,other,neutral
LEADERSHIP,es,People in Mexico,0.04,0.25,other,neutral
LEADERSHIP,es,People in Central America,0.04,0.25,other,neutral
LEADERSHIP,es,Family business owners/family shareholders,0.04,0.25,other,neutral
LEADERSHIP,es,Medical doctors (internists),0.04,0.25,other,neutral
LEADERSHIP,es,shareholders,0.04,0.25,unspecified,neutral
LEADERSHIP,es,women (Clara),0.04,0.25,other,positive
LEADERSHIP,es,public sector workers,0.04,0.25,other,neutral
LEADERSHIP,es,Age 52,0.04,0.25,other,neutral
LEADERSHIP,es,Married (heterosexual implied),0.04,0.25,other,neutral
LEADERSHIP,es,Public hospital doctor (healthcare worker),0.04,0.25,other,positive
LEADERSHIP,es,Family business owners/heirs (nepotism/family members in company roles),0.04,0.25,other,neutral
LEADERSHIP,es,Industrial/manufacturing workers (factory staff),0.04,0.25,bystander,neutral
LEADERSHIP,es,Executives/CEOs,0.04,0.25,hero,positive
LEADERSHIP,es,Union members (sindicatos),0.04,0.25,other,neutral
LEADERSHIP,es,Teachers (secondary school professor),0.04,0.25,expert,positive
LEADERSHIP,es,Non-religious (not religious in a strict sense),0.04,0.25,other,neutral
LEADERSHIP,es,factory workers,0.04,0.25,bystander,neutral
LEADERSHIP,es,advisory board members,0.04,0.25,expert,positive
LEADERSHIP,es,public hospital doctors,0.04,0.25,other,positive
LEADERSHIP,es,teenagers,0.04,0.25,other,neutral
LEADERSHIP,es,older generation (founders),0.04,0.25,bystander,slightly negative
LEADERSHIP,es,younger generation (third generation),0.04,0.25,bystander,neutral
LEADERSHIP,es,middle-aged professionals,0.04,0.25,hero,positive
LEADERSHIP,es,Adult (born 1978),0.04,0.25,hero,neutral
LEADERSHIP,es,Family-business owners/founders (generational family members),0.04,0.25,other,neutral
LEADERSHIP,es,Young people/youth,0.04,0.25,beneficiary,positive
LEADERSHIP,es,second generation,0.04,0.25,victim,neutral
LEADERSHIP,es,third generation,0.04,0.25,victim,neutral
LEADERSHIP,es,banks,0.04,0.25,other,neutral
LEADERSHIP,es,Middle-aged (47 years old),0.04,0.25,hero,positive
LEADERSHIP,es,Corporate executives/CEOs,0.04,0.25,hero,positive
LEADERSHIP,es,Industrial engineers,0.04,0.25,expert,positive
LEADERSHIP,es,Logistics/multinational company employees,0.04,0.25,other,neutral
LEADERSHIP,es,Trade unions/union members,0.04,0.25,other,neutral
LEADERSHIP,es,Employees/workforce (mandos medios),0.04,0.25,other,neutral
LEADERSHIP,es,middle managers,0.04,0.25,other,positive
LEADERSHIP,es,external consultants,0.04,0.25,unspecified,neutral
LEADERSHIP,es,board members,0.04,0.25,unspecified,neutral
LEADERSHIP,es,independent advisors,0.04,0.25,unspecified,neutral
LEADERSHIP,es,Spanish nationals,0.04,0.25,other,neutral
LEADERSHIP,es,From Madrid,0.04,0.25,hero,neutral
LEADERSHIP,es,Born in 1978,0.04,0.25,hero,neutral
LEADERSHIP,es,Doctor (emergency physician),0.04,0.25,other,positive
LEADERSHIP,es,Engineer (plant engineer),0.04,0.25,other,neutral
LEADERSHIP,es,Teacher (secondary school teacher),0.04,0.25,other,positive
LEADERSHIP,es,Business executive,0.04,0.25,hero,positive
LEADERSHIP,es,Mentor to women in technical industries,0.04,0.25,hero,positive
LEADERSHIP,es,Unionized workers (implied via union negotiations),0.04,0.25,other,neutral
LEADERSHIP,es,people with higher education,0.04,0.25,unspecified,neutral
LEADERSHIP,zh,manufacturing workers,0.84,0.274,bystander,neutral
LEADERSHIP,zh,women,0.72,0.486,hero,positive
LEADERSHIP,zh,engineers,0.72,0.375,other,positive
LEADERSHIP,zh,professional managers,0.6,0.25,hero,positive
LEADERSHIP,zh,Chinese,0.6,0.417,other,neutral
LEADERSHIP,zh,managers,0.6,0.25,hero,positive
LEADERSHIP,zh,female,0.56,0.25,hero|expert,positive
LEADERSHIP,zh,employees,0.48,0.25,other,neutral
LEADERSHIP,zh,suppliers,0.44,0.295,other,neutral
LEADERSHIP,zh,Engineers,0.4,0.275,expert,positive
LEADERSHIP,zh,Women,0.4,0.3,hero,positive
LEADERSHIP,zh,professionals,0.4,0.25,hero,positive
LEADERSHIP,zh,workers,0.36,0.25,other,neutral
LEADERSHIP,zh,middle-aged professionals,0.36,0.25,hero,positive
LEADERSHIP,zh,Middle management,0.36,0.25,other,neutral
LEADERSHIP,zh,Suppliers,0.32,0.281,other,neutral
LEADERSHIP,zh,Employees,0.32,0.25,victim,neutral
LEADERSHIP,zh,executives,0.32,0.25,hero,positive
LEADERSHIP,zh,Chinese (implied),0.32,0.25,other,neutral
LEADERSHIP,zh,Female,0.28,0.25,hero,positive
LEADERSHIP,zh,Adults,0.28,0.25,other,neutral
LEADERSHIP,zh,Adult,0.28,0.25,other,neutral
LEADERSHIP,zh,male,0.28,0.25,hero,positive
LEADERSHIP,zh,middle managers,0.24,0.25,bystander,neutral
LEADERSHIP,zh,CEO,0.24,0.25,hero,positive
LEADERSHIP,zh,Professional manager,0.24,0.25,hero,positive
LEADERSHIP,zh,local community,0.24,0.292,other,positive
LEADERSHIP,zh,Male,0.2,0.25,hero,positive
LEADERSHIP,zh,customers,0.2,0.25,other,neutral
LEADERSHIP,zh,Managers,0.16,0.25,expert,positive
LEADERSHIP,zh,Middle managers,0.16,0.25,bystander,neutral
LEADERSHIP,zh,Factory workers,0.16,0.25,bystander,neutral
LEADERSHIP,zh,Suppliers (SMEs),0.16,0.25,other,positive
LEADERSHIP,zh,middle management,0.16,0.25,other,neutral
LEADERSHIP,zh,Customers,0.16,0.312,bystander,neutral
LEADERSHIP,zh,small and medium suppliers,0.12,0.25,bystander,positive
LEADERSHIP,zh,Frontline workers,0.12,0.25,bystander,positive
LEADERSHIP,zh,female executives,0.12,0.25,hero,positive
LEADERSHIP,zh,Employees/workers,0.12,0.25,bystander,neutral
LEADERSHIP,zh,male executives,0.12,0.25,hero,positive
LEADERSHIP,zh,Manufacturing workers (factory workers),0.12,0.25,bystander,neutral
LEADERSHIP,zh,clients,0.12,0.25,other,positive
LEADERSHIP,zh,职业经理人,0.12,0.333,hero,positive
LEADERSHIP,zh,vocational school students,0.12,0.25,other,positive
LEADERSHIP,zh,Managers/executives (professional managers),0.12,0.25,hero,positive
LEADERSHIP,zh,students,0.12,0.25,other,positive
LEADERSHIP,zh,Chinese professionals,0.12,0.25,other,positive
LEADERSHIP,zh,Woman (female),0.12,0.25,hero,positive
LEADERSHIP,zh,Customers/clients,0.12,0.25,bystander,neutral
LEADERSHIP,zh,young engineers,0.08,0.25,other,positive
LEADERSHIP,zh,Technicians,0.08,0.375,bystander,positive
LEADERSHIP,zh,Professionals,0.08,0.25,hero,positive
LEADERSHIP,zh,Manufacturing workers,0.08,0.25,other,neutral
LEADERSHIP,zh,Salespeople,0.08,0.25,other,neutral
LEADERSHIP,zh,38-year-old,0.08,0.25,hero,positive
LEADERSHIP,zh,older employees,0.08,0.375,other,neutral
LEADERSHIP,zh,young employees,0.08,0.25,other,neutral
LEADERSHIP,zh,Women (female),0.08,0.25,hero,positive
LEADERSHIP,zh,State-owned enterprise employees (SOE context),0.08,0.25,other,neutral
LEADERSHIP,zh,manufacturing industry,0.08,0.25,other,positive
LEADERSHIP,zh,small and medium enterprises,0.08,0.25,bystander,positive
LEADERSHIP,zh,CEO / business executive,0.08,0.25,hero,positive
LEADERSHIP,zh,skilled workers,0.08,0.25,other,positive
LEADERSHIP,zh,bankers,0.08,0.25,other,neutral
LEADERSHIP,zh,中层管理者,0.08,0.375,other,neutral
LEADERSHIP,zh,Engineer,0.08,0.25,hero,positive
LEADERSHIP,zh,一线员工,0.08,0.25,other,positive
LEADERSHIP,zh,股东,0.08,0.25,bystander,neutral
LEADERSHIP,zh,factory workers,0.08,0.375,other,positive
LEADERSHIP,zh,supply chain workers,0.08,0.25,other,positive
LEADERSHIP,zh,CEO / professional manager,0.08,0.25,hero,positive
LEADERSHIP,zh,middle-aged,0.08,0.25,other,neutral
LEADERSHIP,zh,blue-collar workers,0.08,0.25,bystander,neutral
LEADERSHIP,zh,Professional managers,0.08,0.25,hero,positive
LEADERSHIP,zh,Employees / workers,0.08,0.25,bystander,neutral
LEADERSHIP,zh,Finance staff,0.08,0.25,other,neutral
LEADERSHIP,zh,Female (she/her),0.08,0.25,hero,positive
LEADERSHIP,zh,young families,0.04,0.25,other,neutral
LEADERSHIP,zh,frontline workers,0.04,0.25,other,positive
LEADERSHIP,zh,Chinese domestic brand consumers,0.04,0.25,other,neutral
LEADERSHIP,zh,Age 38,0.04,0.25,hero,positive
LEADERSHIP,zh,"Parents (father, mother)",0.04,0.25,other,neutral
LEADERSHIP,zh,Young families,0.04,0.5,other,positive
LEADERSHIP,zh,Middle and small suppliers,0.04,0.25,bystander,positive
LEADERSHIP,zh,Local university laboratories (academia),0.04,0.25,expert,positive
LEADERSHIP,zh,Regional managers,0.04,0.25,other,neutral
LEADERSHIP,zh,Dealers/distributors,0.04,0.25,other,neutral
LEADERSHIP,zh,Executives,0.04,0.25,hero,positive
LEADERSHIP,zh,Dealers,0.04,0.25,other,neutral
LEADERSHIP,zh,Local communities,0.04,0.25,other,positive
LEADERSHIP,zh,University labs,0.04,0.25,expert,positive
LEADERSHIP,zh,Men (male),0.04,0.25,other,neutral
LEADERSHIP,zh,Older workers (老员工),0.04,0.25,bystander,positive
LEADERSHIP,zh,Younger people (年轻人),0.04,0.25,other,neutral
LEADERSHIP,zh,Chinese (implied by Chinese names/language and setting in China),0.04,0.25,other,neutral
LEADERSHIP,zh,Manufacturing workers (工人/一线员工),0.04,0.25,bystander,positive
LEADERSHIP,zh,Engineers (工艺工程师),0.04,0.25,expert,positive
LEADERSHIP,zh,Business executives/CEOs (职业经理人/CEO),0.04,0.25,hero,positive
LEADERSHIP,zh,Journalists (记者),0.04,0.25,other,neutral
LEADERSHIP,zh,Consultants (咨询行业从业者),0.04,0.25,expert,neutral
LEADERSHIP,zh,younger employees,0.04,0.25,other,neutral
LEADERSHIP,zh,Corporate executives (CEOs/professional managers),0.04,0.25,hero,positive
LEADERSHIP,zh,Engineers (process/industrial engineers),0.04,0.25,expert,positive
LEADERSHIP,zh,Distributors/dealers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Consumers/customers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,young cadres,0.04,0.25,other,positive
LEADERSHIP,zh,Chinese state-owned enterprise employees,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Mechanical engineering graduate,0.04,0.25,hero,positive
LEADERSHIP,zh,Young cadres (younger employees),0.04,0.25,other,positive
LEADERSHIP,zh,Customers (port clients),0.04,0.25,other,neutral
LEADERSHIP,zh,Logistics companies,0.04,0.25,other,neutral
LEADERSHIP,zh,Overseas workers/overseas delivery contexts,0.04,0.25,other,neutral
LEADERSHIP,zh,business executives,0.04,0.25,hero,positive
LEADERSHIP,zh,young professionals,0.04,0.25,hero,positive
LEADERSHIP,zh,industrial workers,0.04,0.25,bystander,positive
LEADERSHIP,zh,"Managers/Executives (CEO, COO)",0.04,0.25,hero,positive
LEADERSHIP,zh,Consultants,0.04,0.25,expert,positive
LEADERSHIP,zh,Older employees,0.04,0.25,victim,positive
LEADERSHIP,zh,Overseas/foreign supply chain (non-local suppliers),0.04,0.25,other,neutral
LEADERSHIP,zh,Local (Kunshan/Jiangsu) community,0.04,0.25,bystander,positive
LEADERSHIP,zh,male executives/CEOs,0.04,0.25,hero,positive
LEADERSHIP,zh,young graduates/new employees,0.04,0.25,bystander,positive
LEADERSHIP,zh,local community/city residents,0.04,0.25,bystander,positive
LEADERSHIP,zh,East China (regional location),0.04,0.25,other,neutral
LEADERSHIP,zh,Vocational school students,0.04,0.25,other,positive
LEADERSHIP,zh,Local city residents,0.04,0.25,other,positive
LEADERSHIP,zh,engineer,0.04,0.25,expert,positive
LEADERSHIP,zh,manager,0.04,0.25,expert,positive
LEADERSHIP,zh,board of directors,0.04,0.25,bystander,neutral
LEADERSHIP,zh,low-skill workers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,CEO (business executive),0.04,0.25,hero,positive
LEADERSHIP,zh,Journalist,0.04,0.25,other,neutral
LEADERSHIP,zh,Workers,0.04,0.25,victim,neutral
LEADERSHIP,zh,Bankers,0.04,0.25,other,neutral
LEADERSHIP,zh,Japanese (nationality),0.04,0.25,other,neutral
LEADERSHIP,zh,European (regional/national origin),0.04,0.25,other,neutral
LEADERSHIP,zh,Asia-Pacific (regional origin),0.04,0.25,other,neutral
LEADERSHIP,zh,Chinese (implied nationality/locale),0.04,0.25,other,neutral
LEADERSHIP,zh,management,0.04,0.25,other,neutral
LEADERSHIP,zh,technicians,0.04,0.25,hero,positive
LEADERSHIP,zh,low-skilled workers,0.04,0.25,victim,neutral
LEADERSHIP,zh,工程师,0.04,0.5,hero,positive
LEADERSHIP,zh,一线工人,0.04,0.25,other,positive
LEADERSHIP,zh,男性,0.04,0.5,hero,positive
LEADERSHIP,zh,Male (inferred),0.04,0.25,hero,positive
LEADERSHIP,zh,Adult (inferred),0.04,0.25,hero,positive
LEADERSHIP,zh,Chinese (inferred),0.04,0.25,hero,neutral
LEADERSHIP,zh,Factory workers/employees,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Shareholders/investors,0.04,0.25,other,neutral
LEADERSHIP,zh,Southeast Asian suppliers,0.04,0.25,other,neutral
LEADERSHIP,zh,班组长,0.04,0.25,expert,positive
LEADERSHIP,zh,small business owners/suppliers,0.04,0.25,victim,neutral
LEADERSHIP,zh,East China (regional identity),0.04,0.25,other,neutral
LEADERSHIP,zh,Manufacturing workers (blue-collar/frontline workers),0.04,0.25,victim,neutral
LEADERSHIP,zh,Suppliers (SMEs/small business owners),0.04,0.25,victim,neutral
LEADERSHIP,zh,Students/Apprentices,0.04,0.25,bystander,positive
LEADERSHIP,zh,Vocational school/college students,0.04,0.25,bystander,positive
LEADERSHIP,zh,apprentices,0.04,0.25,unspecified,neutral
LEADERSHIP,zh,small and medium enterprise owners,0.04,0.25,other,positive
LEADERSHIP,zh,male professionals,0.04,0.25,hero,positive
LEADERSHIP,zh,Factory workers / blue-collar workers,0.04,0.25,other,neutral
LEADERSHIP,zh,Parents (factory-worker parents),0.04,0.25,other,neutral
LEADERSHIP,zh,College students / graduate students,0.04,0.25,other,neutral
LEADERSHIP,zh,Local government officials (implied),0.04,0.25,bystander,neutral
LEADERSHIP,zh,University / vocational school staff and students,0.04,0.25,other,positive
LEADERSHIP,zh,local government,0.04,0.25,bystander,positive
LEADERSHIP,zh,universities,0.04,0.25,bystander,positive
LEADERSHIP,zh,vocational schools,0.04,0.25,bystander,positive
LEADERSHIP,zh,business professionals,0.04,0.25,expert,positive
LEADERSHIP,zh,Female (woman),0.04,0.25,hero,positive
LEADERSHIP,zh,Manufacturing workers (frontline/blue-collar employees),0.04,0.25,other,neutral
LEADERSHIP,zh,Older/long-tenured employees,0.04,0.25,other,neutral
LEADERSHIP,zh,elderly (银发健康 segment mentioned),0.04,0.25,unspecified,neutral
LEADERSHIP,zh,mothers/infants (母婴 segment mentioned),0.04,0.25,unspecified,neutral
LEADERSHIP,zh,Users/Consumers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Customer service staff,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Dealers/Distributors,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Employees/Workers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Mothers/Infants (maternal & infant segment),0.04,0.25,other,neutral
LEADERSHIP,zh,Elderly/Seniors (silver-haired),0.04,0.25,other,neutral
LEADERSHIP,zh,elderly,0.04,0.25,other,neutral
LEADERSHIP,zh,mothers,0.04,0.25,other,neutral
LEADERSHIP,zh,families,0.04,0.25,other,neutral
LEADERSHIP,zh,Middle-aged (implied),0.04,0.25,other,neutral
LEADERSHIP,zh,Younger people/young employees,0.04,0.25,other,positive
LEADERSHIP,zh,female professionals,0.04,0.25,hero,positive
LEADERSHIP,zh,Suppliers (local small suppliers),0.04,0.25,bystander,positive
LEADERSHIP,zh,technical professionals,0.04,0.25,other,positive
LEADERSHIP,zh,Engineers/technical professionals,0.04,0.25,victim,positive
LEADERSHIP,zh,"Managers/executives (professional manager, general manager)",0.04,0.25,hero,positive
LEADERSHIP,zh,Board members,0.04,0.25,other,neutral
LEADERSHIP,zh,Suppliers (SMEs mentioned),0.04,0.25,other,neutral
LEADERSHIP,zh,Private enterprise employees (private sector context),0.04,0.25,other,neutral
LEADERSHIP,zh,Foreign company employees (multinational/foreign-invested context),0.04,0.25,other,neutral
LEADERSHIP,zh,Overseas-educated people (implied),0.04,0.25,other,neutral
LEADERSHIP,zh,Corporate executives / professional managers,0.04,0.25,hero,positive
LEADERSHIP,zh,Factory workers / production line workers,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Engineers / technical staff,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Supply chain professionals,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Suppliers (including small and medium suppliers),0.04,0.25,bystander,positive
LEADERSHIP,zh,Students / vocational school trainees,0.04,0.25,bystander,neutral
LEADERSHIP,zh,女性,0.04,0.25,hero,positive
LEADERSHIP,zh,企业员工,0.04,0.25,other,positive
LEADERSHIP,zh,供应商,0.04,0.25,other,positive
LEADERSHIP,zh,生产线工人,0.04,0.25,other,positive
LEADERSHIP,zh,本地职业院校学生,0.04,0.25,other,positive
LEADERSHIP,zh,small-town origin,0.04,0.25,other,neutral
LEADERSHIP,zh,working class (father as equipment maintenance worker),0.04,0.25,other,positive
LEADERSHIP,zh,Chinese (Jiangsu province),0.04,0.25,other,neutral
LEADERSHIP,zh,Woman,0.04,0.25,hero,positive
LEADERSHIP,zh,Local/small-town background,0.04,0.25,other,neutral
LEADERSHIP,zh,Skilled workers/technicians,0.04,0.25,bystander,positive
LEADERSHIP,zh,Apprentices,0.04,0.25,bystander,positive
LEADERSHIP,zh,Employees/old employees,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Bankers/banks,0.04,0.25,other,neutral
LEADERSHIP,zh,Father (male),0.04,0.25,other,neutral
LEADERSHIP,zh,Equipment maintenance workers,0.04,0.25,other,neutral
LEADERSHIP,zh,Engineers (mechanical/process/application engineering),0.04,0.25,expert,positive
LEADERSHIP,zh,Sales staff,0.04,0.25,other,neutral
LEADERSHIP,zh,Procurement staff,0.04,0.25,other,neutral
LEADERSHIP,zh,Skilled workers,0.04,0.25,victim,positive
LEADERSHIP,zh,Team leaders (frontline supervisors),0.04,0.25,bystander,neutral
LEADERSHIP,zh,Older/legacy manufacturing enterprise workers (老员工),0.04,0.25,bystander,positive
LEADERSHIP,zh,Local vocational school students/apprentices,0.04,0.25,bystander,positive
LEADERSHIP,zh,Bankers / banks (lenders),0.04,0.25,other,neutral
LEADERSHIP,zh,Local community / city residents,0.04,0.25,bystander,positive
LEADERSHIP,zh,Manufacturing industry workers,0.04,0.25,bystander,positive
LEADERSHIP,zh,职业经理人 (professional managers),0.04,0.25,hero,positive
LEADERSHIP,zh,中层管理者 (middle managers),0.04,0.25,bystander,neutral
LEADERSHIP,zh,一线工人 (frontline workers),0.04,0.25,other,positive
LEADERSHIP,zh,男性 (male),0.04,0.25,hero,positive
LEADERSHIP,zh,"中年人 (middle-aged, 42岁)",0.04,0.25,hero,positive
LEADERSHIP,zh,Age 42,0.04,0.25,other,neutral
LEADERSHIP,zh,Workers / employees (frontline workers),0.04,0.25,victim,neutral
LEADERSHIP,zh,Executives / CEOs,0.04,0.25,hero,positive
LEADERSHIP,zh,Local community residents (manufacturing city),0.04,0.25,victim,positive
LEADERSHIP,zh,Shareholders,0.04,0.25,other,neutral
LEADERSHIP,zh,Customers (clients),0.04,0.25,other,neutral
LEADERSHIP,zh,Suppliers / upstream-downstream supply chain,0.04,0.25,other,neutral
LEADERSHIP,zh,员工,0.04,0.25,other,positive
LEADERSHIP,zh,客户,0.04,0.25,other,neutral
LEADERSHIP,zh,社区,0.04,0.25,other,positive
LEADERSHIP,zh,制造业从业者,0.04,0.25,other,neutral
LEADERSHIP,zh,older/senior employees,0.04,0.25,bystander,neutral
LEADERSHIP,zh,front-line workers,0.04,0.25,bystander,positive
LEADERSHIP,zh,Young (younger engineers),0.04,0.25,other,positive
LEADERSHIP,zh,Older employees (老员工),0.04,0.25,other,neutral
LEADERSHIP,zh,Blue-collar workers / frontline workers (一线工人/班组长),0.04,0.25,other,positive
LEADERSHIP,zh,Engineers (工艺工程师/工程师),0.04,0.25,expert,positive
LEADERSHIP,zh,Managers / professional managers (职业经理人/中层/总经理),0.04,0.25,expert,neutral
LEADERSHIP,zh,Employees / workers (员工),0.04,0.25,other,positive
LEADERSHIP,zh,Local vocational school students (职业院校/实训),0.04,0.25,other,neutral
LEADERSHIP,zh,"Older/long-tenured employees (""老员工"")",0.04,0.25,bystander,neutral
LEADERSHIP,zh,Suppliers (upstream supply-chain partners),0.04,0.25,bystander,neutral
LEADERSHIP,zh,Bank/financial institutions (lenders),0.04,0.25,other,neutral
LEADERSHIP,zh,manufacturing industry workers,0.04,0.25,role: other,sentiment: neutral
LEADERSHIP,zh,Graduate student (master's degree holder),0.04,0.25,other,neutral
LEADERSHIP,zh,Chinese (implied by Chinese names/setting),0.04,0.25,other,neutral
LEADERSHIP,zh,R&D staff,0.04,0.25,other,neutral
LEADERSHIP,zh,Older Workers,0.04,0.25,other,neutral
LEADERSHIP,zh,Chinese business community,0.04,0.25,other,neutral
LEADERSHIP,zh,"Chinese (implied, Chinese-language context)",0.04,0.25,other,neutral
LEADERSHIP,zh,Male (implied for Lin Zhiyuan),0.04,0.25,hero,positive
LEADERSHIP,zh,Adults (working-age employees/managers),0.04,0.25,other,neutral
LEADERSHIP,zh,Workers (factory workers),0.04,0.25,other,neutral
LEADERSHIP,zh,Employees (company staff),0.04,0.25,other,neutral
LEADERSHIP,zh,"Managers/Executives (CEO, board, factory heads)",0.04,0.25,expert,positive
LEADERSHIP,zh,Manufacturing industry professionals,0.04,0.25,expert,neutral
LEADERSHIP,zh,Overseas/foreign cultures (implied via 'overseas factory' and 'cultural differences'),0.04,0.25,other,neutral
LEADERSHIP,zh,Families (households affected by employment),0.04,0.25,victim,neutral
LEADERSHIP,zh,manufacturing industry professionals,0.04,0.25,expert,positive
LEADERSHIP,zh,professional managers (职业经理人),0.04,0.25,hero,positive
LEADERSHIP,zh,Adult (30s),0.04,0.25,hero,positive
LEADERSHIP,zh,Journalist / reporter,0.04,0.25,bystander,neutral
LEADERSHIP,zh,Engineers / R&D staff,0.04,0.25,other,neutral
LEADERSHIP,zh,Bankers / financial institutions,0.04,0.25,other,neutral
LEADERSHIP,zh,Board members / corporate directors,0.04,0.25,other,neutral
LEADERSHIP,zh,Customers / clients,0.04,0.25,other,neutral
LEADERSHIP,zh,thirties,0.04,0.25,hero,positive
LEADERSHIP,zh,Local vocational school students/trainees,0.04,0.25,bystander,neutral
LEADERSHIP,ar,male,1.0,0.69,hero,positive
LEADERSHIP,ar,Indian,0.96,0.854,hero,positive
LEADERSHIP,ar,tech executives,0.92,0.25,hero,positive
LEADERSHIP,ar,American,0.68,0.5,unspecified,neutral
LEADERSHIP,ar,Microsoft employees,0.6,0.283,other,neutral
LEADERSHIP,ar,Indian-American,0.52,0.865,hero,positive
LEADERSHIP,ar,engineer,0.48,0.25,unspecified,positive
LEADERSHIP,ar,engineers,0.48,0.271,expert,neutral
LEADERSHIP,ar,immigrants,0.44,0.273,other,positive
LEADERSHIP,ar,Male (inferred),0.4,0.25,hero,positive
LEADERSHIP,ar,Male,0.4,0.25,hero,positive
LEADERSHIP,ar,middle-aged,0.4,0.275,unspecified,neutral
LEADERSHIP,ar,immigrant,0.36,0.278,hero,positive
LEADERSHIP,ar,Adult (inferred),0.36,0.25,hero,positive
LEADERSHIP,ar,corporate executive,0.28,0.25,hero,positive
LEADERSHIP,ar,South Asian,0.24,0.25,hero,positive
LEADERSHIP,ar,executive,0.24,0.25,unspecified,neutral
LEADERSHIP,ar,Satya Nadella,0.24,0.25,hero,positive
LEADERSHIP,ar,developers,0.2,0.25,other,neutral
LEADERSHIP,ar,corporate executives,0.2,0.25,expert,positive
LEADERSHIP,ar,Adult,0.16,0.25,hero,positive
LEADERSHIP,ar,immigrants/expatriates,0.16,0.25,hero,positive
LEADERSHIP,ar,leader,0.16,0.25,unspecified,neutral
LEADERSHIP,ar,corporate leader,0.12,0.25,hero,positive
LEADERSHIP,ar,CEO,0.12,0.25,unspecified,neutral
LEADERSHIP,ar,corporate leaders,0.12,0.25,hero,positive
LEADERSHIP,ar,technologist,0.12,0.25,role: hero,sentiment: positive
LEADERSHIP,ar,Indian–American,0.12,0.25,hero,positive
LEADERSHIP,ar,Microsoft employees/teams,0.12,0.25,other,neutral
LEADERSHIP,ar,Engineer/technical professional,0.12,0.25,expert,positive
LEADERSHIP,ar,American (United States resident/immigrant),0.12,0.25,hero,positive
LEADERSHIP,ar,Software developers,0.12,0.25,bystander,neutral
LEADERSHIP,ar,Immigrant to the United States (inferred),0.08,0.25,hero,positive
LEADERSHIP,ar,customers,0.08,0.25,other,positive
LEADERSHIP,ar,immigrants/diaspora,0.08,0.25,hero,positive
LEADERSHIP,ar,American (United States),0.08,0.25,other,neutral
LEADERSHIP,ar,software developers,0.08,0.25,bystander,neutral
LEADERSHIP,ar,executives,0.08,0.25,unspecified,neutral
LEADERSHIP,ar,Microsoft employees (workers),0.08,0.25,other,neutral
LEADERSHIP,ar,CEO/executive (corporate leader),0.08,0.25,hero,positive
LEADERSHIP,ar,Engineers/technical professionals,0.08,0.25,other,neutral
LEADERSHIP,ar,Engineers,0.08,0.25,expert,positive
LEADERSHIP,ar,Investors,0.08,0.25,other,neutral
LEADERSHIP,ar,technology professionals,0.08,0.25,expert,positive
LEADERSHIP,ar,startups,0.04,0.25,other,positive
LEADERSHIP,ar,institutions,0.04,0.25,other,positive
LEADERSHIP,ar,Engineer,0.04,0.25,expert,positive
LEADERSHIP,ar,Technology executives (corporate leaders),0.04,0.25,hero,positive
LEADERSHIP,ar,CEO/Corporate executive,0.04,0.25,hero,positive
LEADERSHIP,ar,Software/technology workers (Microsoft employees),0.04,0.25,other,neutral
LEADERSHIP,ar,Developers (Linux/open-source community),0.04,0.25,other,positive
LEADERSHIP,ar,CEO / corporate executive,0.04,0.25,hero,positive
LEADERSHIP,ar,Engineer / technologist,0.04,0.25,hero,positive
